stage,group,cell_id,episode_id,seed,opponent,config_json,starting_money,final_money,profit,revenue_total,cost_seed,cost_hire,cost_land,cost_animal,cost_buy_wheat,cost_buy_fertilizer,cost_other,harvest_units_json,animal_units_json,animals_placed,animals_escaped,hands_hired_events,land_quadrants_end,productive_action_rate,movement_fraction,market_action_fraction,win,money_margin,validation_overall,inventory_overflow_flag
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101106,101106,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101107,101107,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101100,101100,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,10056.0,7056.0,9356.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5097,0.0486,1,7056.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101101,101101,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,8211.0,5211.0,7511.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5097,0.0486,1,5211.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101102,101102,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,9707.0,6707.0,9007.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5097,0.0486,1,6707.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101103,101103,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,10741.0,7741.0,10041.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5097,0.0486,1,7741.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101104,101104,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,8117.0,5117.0,7417.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5097,0.0486,1,5117.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101105,101105,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,9699.0,6699.0,8999.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5083,0.0486,1,6699.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101106,101106,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,8056.0,5056.0,7356.0,2300,0,0,0,0,0,0,"{""STRAWBERRY"": 49}",{},0,0,0,1,0.9903,0.5083,0.0486,1,5056.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_0h,lxc_STRAWBERRY_0h_seed101107,101107,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 0}",3000.0,9273.0,6273.0,8873.0,2600,0,0,0,0,0,0,"{""STRAWBERRY"": 47}",{},0,0,0,1,0.9944,0.5097,0.0528,1,6273.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101100,101100,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,6466.0,3466.0,9026.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,3466.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101101,101101,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,8589.0,5589.0,11149.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,5589.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101102,101102,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,15163.0,12163.0,18023.0,5800,60,0,0,0,0,0,"{""STRAWBERRY"": 119}",{},0,0,60,1,0.9137,0.5,0.0596,1,12163.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101103,101103,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,19328.0,16328.0,21888.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,16328.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101104,101104,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,16176.0,13176.0,18736.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,13176.0,PASS,0
